,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F3: 128C  Sample  3  C,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F2: 130C  Sample  2  AB,average_normalized : F1: 13,P VALUE of : F1: 13,average_normalized : F2: 1,P VALUE of : F2: 1,average_normalized_of_CONTROL
127,5247.4,3977.5,2868.7,5777.0,4510.1,3248.3,4308.3,3393.4,2426.2,6176.0,4763.0,3457.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2868.7,2883.4349611314683,4142.725240197351,4234.070696518071,2726.9956169815723,2951.292490940813,4188.397968357711,0.019057629138381126,2839.1440539611926,0.7975615148840397,2876.067480565734
128,6006.4,5293.1,3420.0,6766.5,6066.5,3872.2,4655.1,4196.6,2651.4,6422.2,5594.9,3626.0,31.0,30.0,26.0,31.0,30.0,26.0,31.0,30.0,26.0,31.0,30.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3420.0,3437.2554433067357,4476.197169566347,4402.857646887687,3668.0603335665965,3649.8479600053683,4439.527408227017,0.01691294801812107,3658.9541467859826,0.002992110255996012,3428.627721653368
129,6194.2,5440.4,3911.8,6955.6,6246.4,4307.8,5273.7,4794.2,3306.6,7310.4,6457.2,4518.6,21.0,22.0,20.0,21.0,22.0,20.0,21.0,22.0,20.0,21.0,22.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3911.8,3823.9267079894526,5071.023396520384,5011.779536888877,3776.8354187077207,4169.589927526506,5041.40146670463,0.00375495118837565,3973.212673117113,0.6864700093843222,3867.8633539947264
130,2674.4,3673.7,2838.0,2883.0,3905.6,3111.0,2148.8,2880.8,2346.2,3142.2,4205.6,3354.8,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2838.0,2761.557172699565,2066.2182290314204,2154.1931578042554,2361.4895637975274,2505.476338746477,2110.205693417838,0.007579169079524379,2433.482951272002,0.07435460170478779,2799.7785863497825
131,5067.6,5958.1,4020.9,5544.5,6581.3,4360.6,3635.0,4234.4,2848.4,4824.5,5601.0,3738.4,25.0,28.0,25.0,25.0,28.0,25.0,25.0,28.0,25.0,25.0,28.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4020.9,3870.795952193418,3495.3012204622173,3307.524947433846,3979.330004665267,3682.7232049389336,3401.4130839480317,0.04959769072358357,3831.0266048021003,0.5818347420214103,3945.8479760967093
132,20303.1,18237.3,13379.8,22813.2,20679.2,14908.5,15112.6,13747.2,9909.3,20616.9,18496.6,13178.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,13379.8,13233.903924523132,14531.79896130875,14134.296007617135,12503.511621180312,11956.152570124816,14333.047484462943,0.0909201466297418,12229.832095652564,0.13917521725100426,13306.851962261566
133,4030.7,4140.7,3196.7,4521.4,4558.3,3683.4,3264.8,3261.6,2710.1,4613.7,4635.2,3657.0,26.0,24.0,27.0,26.0,24.0,27.0,26.0,24.0,27.0,26.0,24.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3196.7,3269.6623882743743,3139.3285899766297,3163.007119903728,2756.1393585257756,2836.6639914105485,3151.1678549401786,0.2429673298345366,2796.4016749681623,0.015551282301534452,3233.181194137187
134,130.3,191.7,149.6,166.6,247.3,187.9,99.9,169.6,134.9,141.2,230.6,174.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,149.6,166.7941474607034,96.06068553622436,96.80226398127455,149.52795194774902,147.50374446383034,96.43147475874946,0.0875403594086139,148.51584820578967,0.4605270103987563,158.1970737303517
135,7951.5,8697.7,6963.5,9549.6,10573.9,8464.8,6515.6,7202.5,5803.6,9443.6,10423.3,8411.8,30.0,33.0,32.0,30.0,33.0,32.0,30.0,33.0,32.0,30.0,33.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6963.5,7513.9920139721235,6265.195222020255,6474.234136923261,6393.42341730814,6264.125704603408,6369.714679471757,0.1616757536214773,6328.774560955774,0.1716260296944053,7238.746006986062
136,3644.6,3970.0,2864.4,4177.7,4656.6,3406.9,2779.6,3098.3,2196.9,3629.2,3915.2,2820.8,24.0,26.0,27.0,24.0,26.0,27.0,24.0,26.0,27.0,24.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2864.4,3024.220228759289,2672.775590755648,2488.0649889578017,2815.5756613016097,2694.6394544356463,2580.4202898567246,0.09897945601832916,2755.1075578686277,0.20890570601894792,2944.310114379645
137,15086.4,15522.3,11152.6,15993.8,16682.4,11753.4,10467.1,10919.8,7543.2,14497.5,15164.8,10531.5,21.0,22.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,21.0,22.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11152.6,10433.2002808123,10064.832848610751,9939.028484904587,10086.878712386286,9497.119037713057,10001.93066675767,0.26382031853337085,9791.99887504967,0.16918576141974007,10792.90014040615
138,8150.9,8151.3,4851.8,8202.0,8365.2,4920.0,5265.4,5400.9,3328.9,7811.0,7855.0,4808.9,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4851.8,4367.3613917331595,5063.04237860296,5354.975098850818,5057.950762771169,4697.246305864984,5209.008738726889,0.19525179418582408,4877.598534318076,0.4749761503874418,4609.58069586658
139,4784.8,4918.1,2903.1,5072.0,5336.3,3098.0,3273.2,3581.4,2069.6,4876.1,5218.6,3118.1,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2903.1,2750.017396664498,3147.405764736432,3342.9002790304025,3226.550788430138,3114.79900013421,3245.1530218834173,0.0840267706234319,3170.674894282174,0.07772179818048291,2826.558698332249
140,16992.9,21516.5,13539.0,19779.0,25034.8,15798.0,12831.4,16177.0,10196.7,17205.1,21989.8,13708.2,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],13539.0,14023.490907845622,12338.26907296806,11795.273597905289,15137.090058315838,14069.387229902026,12066.771335436675,0.043263410643762754,14603.238644108933,0.3424825947370851,13781.245453922811
141,4298.3,5252.0,3726.8,4937.8,6138.2,4256.7,3256.2,4032.9,2789.6,4317.4,5341.9,3689.3,26.0,28.0,29.0,26.0,28.0,29.0,26.0,28.0,29.0,26.0,28.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3726.8,3778.5665114208414,3131.0591015320692,2959.873190600246,3711.413160718451,3507.4755368406923,3045.4661460661573,0.0574583953640372,3609.4443487795716,0.38384825442852233,3752.683255710421
142,9098.7,9031.7,4213.8,10047.3,10145.8,4621.8,6487.6,6609.7,2971.2,9011.9,9231.6,4249.7,17.0,19.0,15.0,17.0,19.0,15.0,17.0,19.0,15.0,17.0,19.0,15.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4213.8,4102.656682990309,6238.271306154246,6178.274240600907,6134.576202472591,5748.558371359548,6208.272773377577,0.0036432644860649012,5941.56728691607,0.051809218591039916,4158.228341495154
143,7220.2,8228.8,6115.6,7752.3,8769.0,6517.9,5391.4,6037.1,4484.0,7385.4,8286.3,6146.5,19.0,21.0,19.0,19.0,21.0,19.0,19.0,21.0,19.0,19.0,21.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6115.6,5785.777401458854,5184.2,5063.197170023407,5302.105178446466,5250.559290699235,5123.6985850117035,0.09422954459432763,5276.33223457285,0.14546119737999952,5950.688700729427
144,5795.2,6557.1,5166.4,6877.6,8030.6,6312.7,4853.2,5614.1,4293.9,6692.7,7911.3,6031.8,28.0,31.0,30.0,28.0,31.0,30.0,28.0,31.0,30.0,28.0,31.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5166.4,5603.6264751207145,4666.683874318359,4588.30391039289,4855.637569395848,4882.669645014092,4627.493892355625,0.16947075407447043,4869.153607204969,0.2541032663038063,5385.013237560357
145,15859.7,15042.2,11204.9,18439.6,17853.4,13445.0,14132.6,13700.2,10370.0,20061.2,19601.3,14831.8,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],11204.9,11934.791445498442,13589.461905998442,13753.32562451236,10794.914425005833,11915.275942826465,13671.393765255401,0.09620216574462896,11355.09518391615,0.7828169320180096,11569.845722749222
146,3893.1,4559.8,4427.1,4296.4,4949.2,4977.7,2815.8,3222.9,3255.9,3941.1,4501.7,4403.6,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4427.1,4418.580243827266,2707.5843676967024,2701.8937859532657,2992.4938931653837,2803.006002549993,2704.7390768249843,3.367256712423104e-05,2897.7499478576883,0.03912686858159424,4422.840121913633
147,3578.4,4668.1,3441.7,4274.0,5775.8,4230.1,2820.4,3836.8,2827.3,3627.3,4851.2,3511.2,24.0,21.0,22.0,24.0,21.0,22.0,24.0,21.0,22.0,24.0,21.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3441.7,3754.954354302935,2712.007582446118,2486.7624089183937,3492.29092139025,3336.9243323043884,2599.384995682256,0.04307218378234934,3414.607626847319,0.4360679861224199,3598.3271771514674
148,5549.6,5231.5,3584.0,6659.4,6227.3,4369.8,5014.4,4823.8,3199.9,6802.6,6573.5,4453.6,26.0,23.0,18.0,26.0,23.0,18.0,26.0,23.0,18.0,26.0,23.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3584.0,3878.962562925927,4821.688704232666,4663.647882146022,3765.286757639375,4195.333505569722,4742.668293189345,0.04766366556855117,3980.3101316045486,0.4516074909453215,3731.4812814629636
149,7259.1,7440.4,3669.3,8316.0,8433.8,4229.5,5624.7,5611.3,2829.9,7561.7,7536.3,3743.4,28.0,31.0,28.0,28.0,31.0,28.0,28.0,31.0,28.0,28.0,31.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3669.3,3754.4217492551625,5408.533913269281,5184.062886311642,5099.4291999066945,4880.2344416856795,5296.298399790461,0.02514562896103471,4989.8318207961875,0.03135674546370805,3711.8608746275813
150,5333.4,5553.7,4997.0,6064.8,6349.8,5840.2,4508.3,4757.6,4335.7,6441.0,6941.6,6173.9,19.0,24.0,23.0,19.0,24.0,23.0,19.0,24.0,23.0,19.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4997.0,5184.2,4335.038924954557,4415.746333593409,3839.3553953813857,4137.75834116226,4375.392629273983,0.0495650525601445,3988.556868271823,0.03688534436459245,5090.6
151,3124.7,3454.2,3731.5,3431.4,3736.9,4199.1,2615.0,2942.2,3217.1,3642.6,4096.4,4428.6,26.0,29.0,24.0,26.0,29.0,24.0,26.0,29.0,24.0,26.0,29.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3731.5,3727.4364268346976,2514.501428200467,2497.2516060778376,2259.4864683928154,2558.8768688766604,2505.8765171391524,0.002741142630611992,2409.181668634738,0.07182735646057176,3729.468213417349
152,37.1,201.5,253.6,32.9,208.8,267.0,28.9,144.1,188.2,39.3,180.9,237.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,253.6,237.00924625868976,27.789327447416255,26.942839762493552,126.24923722883136,125.32599986578981,27.366083604954902,0.023866428047362425,125.78761854731059,0.04351152120920922,245.30462312934486
153,4977.1,4365.8,3819.0,5540.5,4973.7,4446.6,3792.4,3401.9,3042.9,5072.8,4586.3,4041.9,28.0,25.0,28.0,28.0,25.0,28.0,28.0,24.0,28.0,28.0,25.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3819.0,3947.1360090407866,3646.6520903661385,3477.751591531229,3007.3076207137856,2958.685072473493,3562.2018409486836,0.10231515394359793,2982.9963465936394,0.02528447372711997,3883.0680045203935
154,6037.8,7213.4,4976.3,6845.7,8189.9,5542.1,5097.7,5960.8,4031.1,7186.3,8439.0,5805.9,33.0,34.0,32.0,33.0,34.0,32.0,33.0,34.0,32.0,33.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4976.3,4919.584058765111,4901.787353934043,4926.700493262276,4951.957030557499,5184.2,4914.243923598159,0.431438997095557,5068.078515278749,0.48382247665721023,4947.942029382555
155,4876.2,4127.0,3886.1,5494.7,4742.9,4406.6,3538.6,3106.7,2814.2,5141.2,4560.2,4076.5,21.0,20.0,23.0,21.0,20.0,23.0,21.0,20.0,23.0,21.0,20.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3886.1,3911.629005855964,3402.606024409244,3524.64447294992,2867.7562607884297,2701.9450644208828,3463.625248679582,0.07781941506945417,2784.8506626046565,0.04273990234865559,3898.864502927982
156,2289.3,2342.9,2307.3,2626.6,2677.2,2685.5,1820.8,1830.7,1822.5,2401.2,2469.4,2464.7,21.0,21.0,18.0,21.0,21.0,18.0,21.0,21.0,18.0,21.0,21.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2307.3,2383.8514263210163,1750.8237860296026,1646.1869424351023,1618.7474037788663,1592.1881190444235,1698.5053642323523,0.013133651595042383,1605.467761411645,0.018607127476375322,2345.5757131605083
157,5253.5,6802.7,4192.2,6086.0,7798.4,4800.5,4131.8,5239.0,3197.1,5264.3,6763.6,4146.9,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4192.2,4261.284219718503,3973.008413399117,3609.037948134728,4715.239710753441,4556.439370554288,3791.0231807669225,0.24228436503844977,4635.839540653864,0.08295827322391092,4226.742109859251
158,2326.4,2673.5,1789.0,2574.1,2935.2,2025.3,1932.5,2218.1,1491.4,2839.3,3168.2,2151.4,28.0,23.0,32.0,28.0,23.0,32.0,28.0,23.0,31.0,28.0,23.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1789.0,1797.808338755522,1858.230978966502,1946.5344767849351,1774.7450244926522,1929.1158938397527,1902.3827278757185,0.24222627699919416,1851.9304591662026,0.5868174247256146,1793.404169377761
159,5110.4,6480.4,4508.0,6136.3,7936.9,5625.2,4531.4,5743.0,4172.7,6250.7,7935.7,5785.3,22.0,27.0,20.0,22.0,27.0,20.0,22.0,27.0,20.0,22.0,27.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4508.0,4993.349857881579,4357.251155544014,4285.282659120063,4798.982619547469,4994.775969668501,4321.2669073320385,0.32251916810683284,4896.879294607985,0.6563778744433986,4750.674928940789
160,3243.5,4014.3,2590.9,3562.9,4586.5,3030.1,2500.2,3086.4,2067.8,3440.5,4200.2,2778.9,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2590.9,2689.7442587582614,2404.113373149831,2358.698223991325,2773.190261254957,2684.2898402898936,2381.405798570578,0.07842844275935575,2728.740050772425,0.3161107807482383,2640.3221293791307
161,897.7,1030.8,746.0,739.4,850.9,579.9,483.8,556.5,385.0,793.4,931.6,682.4,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,High,High,High,Not Found,High,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,746.0,514.7627786719632,465.2068034276811,543.9300017191447,514.4898273851178,483.99666152194334,504.56840257341287,0.46384375270140954,499.24324445353056,0.4578061461077142,630.3813893359816
162,3274.7,3089.9,1791.5,3762.9,3524.2,2192.9,2787.9,2641.1,1631.7,3829.8,3619.1,2205.1,22.0,21.0,19.0,22.0,21.0,19.0,22.0,21.0,19.0,22.0,21.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1791.5,1946.5826820999282,2680.756608673072,2625.590018381624,2130.879127595055,2297.0055395248955,2653.173313527348,0.040532032662094854,2213.942333559975,0.09410022519688344,1869.041341049964
163,2513.1,2707.8,2608.5,2945.8,3116.3,3062.2,2203.1,2419.4,2293.2,2893.6,3205.2,3102.9,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2608.5,2718.2386288140815,2118.431394443002,1983.7608431743345,1884.245679962678,2104.1896188431083,2051.096118808668,0.021706279434840485,1994.2176494028931,0.06015111933459085,2663.3693144070407
164,6761.1,8422.4,4305.0,7504.4,9677.4,4964.8,4776.3,6145.7,3165.7,6646.9,8488.6,4384.6,32.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4305.0,4407.129235300161,4592.739262529213,4556.904875758738,5851.361917424772,5345.010391222654,4574.822069143976,0.11607289410296959,5598.186154323714,0.11664991199726071,4356.06461765008
165,9631.0,9786.7,7663.2,11437.6,11738.8,9291.7,8024.3,8110.8,6376.6,10465.6,10554.7,8254.2,24.0,28.0,28.0,24.0,28.0,28.0,24.0,28.0,28.0,24.0,28.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7663.2,8248.010537310367,7715.913502986237,7174.8850844364515,7097.770814089106,7054.0882700308675,7445.399293711344,0.32937291775126376,7075.9295420599865,0.20260813740229738,7955.605268655183
166,10444.2,10816.1,7059.3,11711.2,11997.3,7825.2,7888.0,8232.1,5397.8,11875.8,12632.7,8385.2,29.0,27.0,23.0,29.0,27.0,23.0,29.0,27.0,23.0,29.0,27.0,23.0,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7059.3,6946.235033046813,7584.851726824201,8141.673701053967,7254.070755773268,7159.584757079586,7863.262713939084,0.18750572301666354,7206.827756426426,0.11314016651827796,7002.767516523407
167,5821.1,5920.4,3509.9,6374.2,6502.6,3832.6,4390.7,4528.8,2692.3,6028.4,6190.9,3649.3,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,22.0,25.0,26.0,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,High,High,0.0,3509.9,3402.103510153762,4221.9584783173195,4132.880794509317,3931.744683928155,3938.767440611998,4177.419636413319,0.01041335064584787,3935.2560622700767,0.0702458959129316,3456.0017550768807
168,3004.6,3863.6,3327.0,3303.5,4456.1,3757.8,2432.5,3242.3,2863.2,3561.6,4652.5,4053.8,14.0,16.0,13.0,14.0,16.0,13.0,14.0,16.0,13.0,14.0,16.0,13.0,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3327.0,3335.705414198144,2339.015190859517,2441.7205622925458,2694.3449521810126,2819.8784827539926,2390.3678765760314,0.03350259543889086,2757.111717467503,0.06813597683786447,3331.352707099072
169,4223.8,4098.6,2166.3,4727.2,4657.3,2428.4,3126.7,3028.1,1641.4,4330.0,4172.7,2218.8,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2166.3,2155.63016335057,3006.5359906517783,2968.511352966847,2815.9989106601356,2633.585428130452,2987.523671809313,0.008804800534029484,2724.792169395294,0.10112561916232073,2160.965081675285
170,11673.1,11682.4,7014.7,13282.0,13535.3,7882.5,10348.0,10580.6,6161.2,14956.5,15078.5,8757.1,24.0,27.0,20.0,24.0,27.0,20.0,24.0,27.0,20.0,24.0,27.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7014.7,6997.098815109071,9950.310049337833,10253.70439968791,8184.010060648472,9202.111548785397,10102.007224512872,0.03063212372838557,8693.060804716933,0.1864587492024521,7005.899407554536
